	Query	Path_Bandage_x	Start_Bandage_x	End_Bandage_x	Extracted_Path_x	Start_SPAligner_x	End_SPAligner_x	Path_SPAligner_x	FinalResultBandageVSSPAligner	Path_Bandage_y	Start_Bandage_y	End_Bandage_y	Extracted_Path_y	Start_GraphAligner_x	End_GraphAligner_x	Path_GraphAligner_x	FinalResultBandageVSGraphAligner	Start_SPAligner_y	End_SPAligner_y	Path_SPAligner_y	Start_GraphAligner_y	End_GraphAligner_y	Path_GraphAligner_y	SPAlignerVSGraphAligner
60	gb|CP003022|+|336788-337580|ARO:3003197|aadA25	(13) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (86) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (435) , (120) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (435) , (920) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (11) 31689609+, 31674241+, 385047+ (435) , (13) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (86) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (120) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (920) 31770840-, 66940499-, 81873962+, 31582859- (287) , (920) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (81) 26862905- (799)	13, 86, 120, 920, 11, 13, 86, 120, 920, 920, 81	435, 435, 435, 435, 435, 287, 287, 287, 287, 287, 799	5638634, 23556688, 66940499, 66940495, 3661600, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,31770840, 66940499, 66940495, 3661600, 385047,31689609, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,26862905	1	380	792	Different	(13) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (86) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (435) , (120) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (435) , (920) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (11) 31689609+, 31674241+, 385047+ (435) , (13) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (86) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (120) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (920) 31770840-, 66940499-, 81873962+, 31582859- (287) , (920) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (81) 26862905- (799)	13, 86, 120, 920, 11, 13, 86, 120, 920, 920, 81	435, 435, 435, 435, 435, 287, 287, 287, 287, 287, 799	5638634, 23556688, 66940499, 66940495, 3661600, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,31770840, 66940499, 66940495, 3661600, 385047,31689609, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,26862905	13	804	5638634, 23556688, 66940499, 66940495, 3661600, 385047	Different	1	380	792	13	804	5638634, 23556688, 66940499, 66940495, 3661600, 385047	Different
61	gb|D16251.1|-|1625-2531|ARO:3000316|mphA	(125) 80826+ (1030)	125	1030	80826	125	975	906	Different	(125) 80826+ (1030)	125	1030	80826	125	1030	80826	Full	125	975	906	125	1030	80826	Different
62	gb|DQ303918|+|0-600|ARO:3002547|AAC(6')-Ib-cr	(65) 36782492-, 3274129-, 60915537-, 2728545- (580) , (40) 24065316+, 3274129-, 60915537-, 2728545- (580) , (49) 25779977-, 60915537-, 2728545- (580)	65, 40, 49	580, 580, 580	36782492, 3274129, 60915537, 2728545,24065316, 3274129, 60915537, 2728545,25779977, 60915537, 2728545	1	525	600	Different	(65) 36782492-, 3274129-, 60915537-, 2728545- (580) , (40) 24065316+, 3274129-, 60915537-, 2728545- (580) , (49) 25779977-, 60915537-, 2728545- (580)	65, 40, 49	580, 580, 580	36782492, 3274129, 60915537, 2728545,24065316, 3274129, 60915537, 2728545,25779977, 60915537, 2728545	65	664	36782492, 3274129, 60915537, 2728545	Different	1	525	600	65	664	36782492, 3274129, 60915537, 2728545	Different
63	gb|DQ677333|+|0-780|ARO:3002621|aadA24	(31) 31689609+, 31674241+, 385047+ (435) , (98) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (435) , (132) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (435) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (932) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (932) 31770840-, 66940499-, 81873962+, 31582859- (287) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (932) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (132) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (98) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287)	31, 98, 132, 25, 932, 932, 25, 932, 132, 98	435, 435, 435, 435, 435, 287, 287, 287, 287, 287	31689609, 31674241, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 3661600, 385047,31770840, 66940499, 66940495, 3661600, 385047,31770840, 66940499, 81873962, 31582859,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859	38	380	780	Different	(31) 31689609+, 31674241+, 385047+ (435) , (98) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (435) , (132) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (435) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (932) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (435) , (932) 31770840-, 66940499-, 81873962+, 31582859- (287) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (932) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (287) , (132) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287) , (98) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (287)	31, 98, 132, 25, 932, 932, 25, 932, 132, 98	435, 435, 435, 435, 435, 287, 287, 287, 287, 287	31689609, 31674241, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 3661600, 385047,31770840, 66940499, 66940495, 3661600, 385047,31770840, 66940499, 81873962, 31582859,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859	31	802	31689609, 31674241, 385047	Different	38	380	780	31	802	31689609, 31674241, 385047	Different
64	gb|DQ839391.1|-|12872-13757|ARO:3003741|mphE	(1971) 584002+ (2855)	1971	2855	584002	1971	2800	885	Different	(1971) 584002+ (2855)	1971	2855	584002	1971	2855	584002	Full	1971	2800	885	1971	2855	584002	Different
65	gb|EF552405|+|12-840|ARO:3001802|OXA-141	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
66	gb|EU294228.1|+|21241-22717|ARO:3003109|msrE	(440) 584002+ (1915)	440	1915	584002	440	1860	1476	Different	(440) 584002+ (1915)	440	1915	584002	440	1915	584002	Full	440	1860	1476	440	1915	584002	Different
67	gb|EU358785|+|720-1521|ARO:3001803|OXA-142	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
68	gb|EU675686|+|1956-2409|ARO:3002848|arr-3	(87) 31482733+ (539)	87	539	31482733	87	484	453	Different	(87) 31482733+ (539)	87	539	31482733	87	539	31482733	Full	87	484	453	87	539	31482733	Different
69	gb|EU722333.1|+|1932-3852|ARO:3000196|tet32	(39) 6390767-, 31413540- (815)	39	815	6390767, 31413540	39	760	1920	Different	(39) 6390767-, 31413540- (815)	39	815	6390767, 31413540	39	1958	6390767, 31413540	Different	39	760	1920	39	1958	6390767, 31413540	Different
70	gb|EU746499.1|+|639-1437|ARO:3002613|aadA13	(920) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (297) , (920) 31770840-, 66940499-, 81873962+, 31582859- (297) , (920) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (442) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (297) , (25) 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (297) , (11) 31689609+, 31674241+, 385047+ (442) , (25) 5638634-, 31689607+, 31674241+, 385047+ (442) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (442)	920, 920, 920, 25, 25, 11, 25, 25	297, 297, 442, 297, 297, 442, 442, 442	31770840, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 3661600, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,5638634, 23556688, 66940499, 81873962, 31582859,31689609, 31674241, 385047,5638634, 31689607, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 3661600, 385047	920	242	798	Different	(920) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (297) , (920) 31770840-, 66940499-, 81873962+, 31582859- (297) , (920) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (442) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (297) , (25) 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (297) , (11) 31689609+, 31674241+, 385047+ (442) , (25) 5638634-, 31689607+, 31674241+, 385047+ (442) , (25) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (442)	920, 920, 920, 25, 25, 11, 25, 25	297, 297, 442, 297, 297, 442, 442, 442	31770840, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 3661600, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,5638634, 23556688, 66940499, 81873962, 31582859,31689609, 31674241, 385047,5638634, 31689607, 31674241, 385047,5638634, 23556688, 66940499, 66940495, 3661600, 385047	920	1717	31770840, 66940499, 66940495, 8153423, 31582859	Different	920	242	798	920	1717	31770840, 66940499, 66940495, 8153423, 31582859	Different
71	gb|EU748544|+|0-927|ARO:3002366|PER-4	(1454) 5606345- (2380)	1454	2380	5606345	1454	2325	927	Different	(1454) 5606345- (2380)	1454	2380	5606345	1454	2380	5606345	Full	1454	2325	927	1454	2380	5606345	Different
72	gb|EU850412|+|2269-3166|ARO:3002249|CARB-10	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	960	897	Different	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	1042	267426, 63777837	Different	146	960	897	146	1042	267426, 63777837	Different
73	gb|FJ381668|+|56-848|ARO:3002612|aadA12	(13) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (433) , (11) 31689609+, 31674241+, 385047+ (433) , (86) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (433) , (120) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (433) , (932) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (433) , (13) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (276) , (932) 31770840-, 66940499-, 81873962+, 31582859- (276) , (932) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (276) , (120) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (276) , (86) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (276) , (81) 26862905- (794)	13, 11, 86, 120, 932, 13, 932, 932, 120, 86, 81	433, 433, 433, 433, 433, 276, 276, 276, 276, 276, 794	5638634, 23556688, 66940499, 66940495, 3661600, 385047,31689609, 31674241, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,31770840, 66940499, 66940495, 3661600, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859,26862905	1	360	792	Different	(13) 5638634-, 23556688-, 66940499-, 66940495+, 3661600-, 385047+ (433) , (11) 31689609+, 31674241+, 385047+ (433) , (86) 24798140+, 5638634-, 31689607+, 31674241+, 385047+ (433) , (120) 25425969-, 5638634-, 31689607+, 31674241+, 385047+ (433) , (932) 31770840-, 66940499-, 66940495+, 3661600-, 385047+ (433) , (13) 5638634-, 23556688-, 66940499-, 66940495+, 8153423-, 31582859- (276) , (932) 31770840-, 66940499-, 81873962+, 31582859- (276) , (932) 31770840-, 66940499-, 66940495+, 8153423-, 31582859- (276) , (120) 25425969-, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (276) , (86) 24798140+, 5638634-, 23556688-, 66940499-, 81873962+, 31582859- (276) , (81) 26862905- (794)	13, 11, 86, 120, 932, 13, 932, 932, 120, 86, 81	433, 433, 433, 433, 433, 276, 276, 276, 276, 276, 794	5638634, 23556688, 66940499, 66940495, 3661600, 385047,31689609, 31674241, 385047,24798140, 5638634, 31689607, 31674241, 385047,25425969, 5638634, 31689607, 31674241, 385047,31770840, 66940499, 66940495, 3661600, 385047,5638634, 23556688, 66940499, 66940495, 8153423, 31582859,31770840, 66940499, 81873962, 31582859,31770840, 66940499, 66940495, 8153423, 31582859,25425969, 5638634, 23556688, 66940499, 81873962, 31582859,24798140, 5638634, 23556688, 66940499, 81873962, 31582859,26862905	11	802	31689609, 31674241, 385047	Different	1	360	792	11	802	31689609, 31674241, 385047	Different
74	gb|FJ617207|+|0-828|ARO:3001800|OXA-226	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
75	gb|FJ790516|+|1287-2085|ARO:3001804|OXA-145	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	1	626	798	Different	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	72	872	32592258, 758212	Different	1	626	798	72	872	32592258, 758212	Different
76	gb|FJ820124|+|1123-1987|ARO:3002339|GES-10	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
77	gb|FJ848783|+|1270-2071|ARO:3001801|OXA-147	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	1	626	801	Different	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	72	872	32592258, 758212	Different	1	626	801	72	872	32592258, 758212	Different
78	gb|FJ854362|+|701-1565|ARO:3002340|GES-11	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
79	gb|FN554543|+|0-864|ARO:3002341|GES-12	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
80	gb|GQ202693|+|1171-1999|ARO:3001799|OXA-161	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
81	gb|GQ342996|+|797-1793|ARO:3003097|CfxA6	(27) 32071353-, 26004826-, 280008- (966) , 3034281+, 280008- (966) , (138) 5661688+ (1102)	27, 966, 138	966, 966, 1102	32071353, 26004826, 280008,3034281, 280008,5661688	1	911	996	Different	(27) 32071353-, 26004826-, 280008- (966) , 3034281+, 280008- (966) , (138) 5661688+ (1102)	27, 966, 138	966, 966, 1102	32071353, 26004826, 280008,3034281, 280008,5661688	27	1022	32071353, 26004826, 280008	Different	1	911	996	27	1022	32071353, 26004826, 280008	Different
82	gb|GQ891757|+|2004-2661|ARO:3002801|QnrVC4	(266) 80949639- (922)	266	922	80949639	266	867	657	Different	(266) 80949639- (922)	266	922	80949639	266	922	80949639	Full	266	867	657	266	922	80949639	Different
83	gb|GU169702|+|608-1472|ARO:3002342|GES-13	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
84	gb|GU207844|+|0-864|ARO:3002343|GES-14	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
85	gb|GU208678|+|0-864|ARO:3002344|GES-15	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
86	gb|GU831575|+|0-843|ARO:3001662|OXA-164	(73) 32026252- (915)	73	915	32026252	73	860	843	Different	(73) 32026252- (915)	73	915	32026252	73	915	32026252	Full	73	860	843	73	915	32026252	Different
87	gb|HE616889|+|1826-2627|ARO:3001502|OXA-256	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
88	gb|HF953351|-|2461-3358|ARO:3002255|CARB-16	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	960	897	Different	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	1042	267426, 63777837	Different	146	960	897	146	1042	267426, 63777837	Different
89	gb|HM173356|+|511-1375|ARO:3002345|GES-16	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
90	gb|HQ111474|+|1056-1857|ARO:3001475|OXA-183	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	1	626	801	Different	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	72	872	32592258, 758212	Different	1	626	801	72	872	32592258, 758212	Different
